channel,process,systematic,bin,sum_w,sum_ww
controlregion,wjets,nominal,11,16313.65685384232,11933.252620613239
controlregion,wjets,nominal,12,13912.180060228995,10176.599927873876
controlregion,wjets,nominal,13,11941.550001747639,8735.10667346028
controlregion,wjets,nominal,14,10153.792071930106,7427.382280814832
controlregion,wjets,nominal,15,8734.70435349884,6389.335913493977
controlregion,wjets,nominal,16,7349.265106741717,5375.9030167384635
controlregion,wjets,nominal,17,6291.532714550165,4602.183920271476
controlregion,wjets,nominal,18,5284.273029869828,3865.3850296524993
controlregion,wjets,nominal,19,4485.48757186625,3281.0826414492144
controlregion,wjets,nominal,20,0.0,0.0
signalregion,data,nominal,0,89.0,89.0
signalregion,data,nominal,1,626.0,626.0
signalregion,data,nominal,2,2096.0,2096.0
signalregion,data,nominal,3,4608.0,4608.0
signalregion,data,nominal,4,7180.0,7180.0
signalregion,data,nominal,5,9202.0,9202.0
signalregion,data,nominal,6,8854.0,8854.0
signalregion,data,nominal,7,7801.0,7801.0
signalregion,data,nominal,8,6651.0,6651.0
signalregion,data,nominal,9,5398.0,5398.0
signalregion,data,nominal,10,4482.0,4482.0
signalregion,data,nominal,11,3594.0,3594.0
signalregion,data,nominal,12,2906.0,2906.0
signalregion,data,nominal,13,2386.0,2386.0
signalregion,data,nominal,14,1858.0,1858.0
signalregion,data,nominal,15,1570.0,1570.0
signalregion,data,nominal,16,1286.0,1286.0
signalregion,data,nominal,17,1075.0,1075.0
signalregion,data,nominal,18,925.0,925.0
signalregion,data,nominal,19,714.0,714.0
signalregion,data,nominal,20,0.0,0.0
signalregion,single_atop_t_chan,jesDown,0,1.7125508923768404,0.05985368487715739
signalregion,single_atop_t_chan,jesDown,1,8.807404589366607,0.30781895079680943
signalregion,single_atop_t_chan,jesDown,2,21.144761018122214,0.7390097826669433
signalregion,single_atop_t_chan,jesDown,3,39.703220688573275,1.387628286131649
signalregion,single_atop_t_chan,jesDown,4,55.81517908420029,1.9507415254861298
signalregion,single_atop_t_chan,jesDown,5,67.10403496660273,2.345287244166167
signalregion,single_atop_t_chan,jesDown,6,71.08833704274475,2.4845386742885336
signalregion,single_atop_t_chan,jesDown,7,63.67893318184904,2.2255798744118525
signalregion,single_atop_t_chan,jesDown,8,57.178229794459405,1.998380172633255
signalregion,single_atop_t_chan,jesDown,9,52.1454271719642,1.8224836293207924
signalregion,single_atop_t_chan,jesDown,10,45.225323566033296,1.5806258822661565
signalregion,single_atop_t_chan,jesDown,11,39.144020397184924,1.3680842257635975
signalregion,single_atop_t_chan,jesDown,12,33.09766724654832,1.1567640730340418
signalregion,single_atop_t_chan,jesDown,13,27.15616415054704,0.9491084316234958
signalregion,single_atop_t_chan,jesDown,14,24.150462584334626,0.8440591071452196
signalregion,single_atop_t_chan,jesDown,15,20.62051074494563,0.7206872260718952
signalregion,single_atop_t_chan,jesDown,16,15.308107976756247,0.5350186525754069
signalregion,single_atop_t_chan,jesDown,17,14.679007648944346,0.5130315846613491
signalregion,single_atop_t_chan,jesDown,18,12.407256465179149,0.4336338394161403
signalregion,single_atop_t_chan,jesDown,19,8.52780444367243,0.29804692061278376
signalregion,single_atop_t_chan,jesDown,20,0.0,0.0
signalregion,single_atop_t_chan,jesUp,0,1.1533506009884844,0.040309624509105996
signalregion,single_atop_t_chan,jesUp,1,7.409403860895718,0.25895879987668097
signalregion,single_atop_t_chan,jesUp,2,18.27885952475689,0.6388464732806799
signalregion,single_atop_t_chan,jesUp,3,34.74031810250162,1.2141747503651927
signalregion,single_atop_t_chan,jesUp,4,51.72602695342293,1.807825584044754
signalregion,single_atop_t_chan,jesUp,5,61.82658221662511,2.1608401744426824
signalregion,single_atop_t_chan,jesUp,6,69.6553862960621,2.434457019595402
signalregion,single_atop_t_chan,jesUp,7,64.20318345502562,2.2439024310069007
signalregion,single_atop_t_chan,jesUp,8,59.694631105707,2.086328444289486
signalregion,single_atop_t_chan,jesUp,9,50.43287627958736,1.762629944443635
signalregion,single_atop_t_chan,jesUp,10,46.90292444019836,1.6392580633703107
signalregion,single_atop_t_chan,jesUp,11,41.87012181770316,1.463361520057848
signalregion,single_atop_t_chan,jesUp,12,34.77526812071339,1.215396254138196
signalregion,single_atop_t_chan,jesUp,13,28.41436480617084,0.9930825674516114
signalregion,single_atop_t_chan,jesUp,14,25.653313367440834,0.8965837693843577
